duration,board,cpu,ram,gpu
0.7461798191070557,6974.0,919.0,1763.0,2759.0
0.7499942779541016,7630.342857142857,439.3142857142857,1443.057142857143,4319.742857142857
0.7504732608795166,7606.114285714286,393.25714285714287,1422.1714285714286,4440.171428571429
0.738041877746582,7615.941176470588,389.0882352941176,1413.5294117647059,4464.941176470588
0.7345314025878906,8465.0,306.0,1552.0,5054.0
0.7492966651916504,7627.971428571429,393.25714285714287,1422.1714285714286,4477.4
0.746614933013916,7652.314285714286,391.0857142857143,1430.4,4483.942857142857
0.7412459850311279,7613.617647058823,395.8235294117647,1429.0588235294117,4458.176470588235
0.733083963394165,8388.0,306.0,1571.0,5054.0
0.7552151679992676,7570.171428571429,404.22857142857146,1417.2571428571428,4468.828571428571
0.7554593086242676,7557.085714285714,406.4,1406.8857142857144,4442.6
0.7420132160186768,7581.029411764706,407.0882352941176,1395.9117647058824,4467.35294117647
0.7334978580474854,8311.0,306.0,1533.0,5054.0
0.7603998184204102,7652.228571428572,404.22857142857146,1408.5142857142857,4451.057142857143
0.7476942539215088,8426.0,306.0,1552.0,5054.0
0.7446658611297607,7679.342857142857,393.2857142857143,1415.6571428571428,4464.085714285714
0.7445497512817383,7645.5142857142855,399.8285714285714,1426.057142857143,4473.114285714286
0.74552321434021,7720.971428571429,399.8285714285714,1425.4571428571428,4473.0
0.7488269805908203,7868.342857142857,483.0857142857143,1432.6571428571428,4450.942857142857
0.7633397579193115,7836.8,454.62857142857143,1414.0,4426.8
0.7473442554473877,8350.0,306.0,1552.0,4977.0
0.7485156059265137,7671.771428571428,391.0571428571429,1420.5428571428572,4455.457142857143
0.7475857734680176,7621.5142857142855,412.9714285714286,1420.5428571428572,4473.028571428571
0.7645139694213867,7569.555555555556,412.1388888888889,1404.0,4438.277777777777
0.7608497142791748,7488.142857142857,410.8,1396.5428571428572,4405.5142857142855
0.7363014221191406,8273.0,306.0,1533.0,5054.0
0.7456862926483154,7627.057142857143,384.51428571428573,1417.2571428571428,4488.428571428572
0.7612438201904297,7566.914285714286,393.25714285714287,1408.0,4420.685714285714
0.7537298202514648,8311.0,306.0,1552.0,5054.0
0.7535836696624756,7592.057142857143,408.6,1421.0857142857142,4422.971428571429
0.7503805160522461,7681.714285714285,406.4,1410.1714285714286,4431.428571428572
0.7713601589202881,7563.305555555556,407.8888888888889,1407.7222222222222,4387.111111111111
0.7621784210205078,7640.722222222223,437.6111111111111,1413.5555555555557,4383.0
0.7679839134216309,7550.527777777777,424.94444444444446,1400.3055555555557,4399.944444444444
0.7622616291046143,7498.085714285714,415.1714285714286,1397.0857142857142,4376.971428571429
0.7521541118621826,7548.342857142857,421.77142857142854,1403.6285714285714,4403.142857142857
0.7520067691802979,7584.4857142857145,413.0,1410.1714285714286,4436.057142857143
0.7633497714996338,7541.828571428571,393.34285714285716,1411.2571428571428,4405.371428571429
0.7588140964508057,8311.0,306.0,1552.0,5054.0
0.7538046836853027,7572.257142857143,406.42857142857144,1415.7428571428572,4407.6
0.7591605186462402,7547.171428571429,408.6,1419.4857142857143,4390.028571428571
0.762749195098877,8388.0,306.0,1571.0,5054.0
0.7680761814117432,7499.361111111111,420.6666666666667,1404.5555555555557,4357.472222222223
0.7610654830932617,7597.166666666667,418.52777777777777,1412.0,4365.833333333333
0.7613444328308105,7468.4857142857145,423.9428571428571,1400.3714285714286,4324.542857142857
0.7604734897613525,8388.0,306.0,1571.0,5054.0
0.7731342315673828,7501.555555555556,412.1111111111111,1400.861111111111,4355.416666666667
0.7645759582519531,7613.083333333333,410.0,1412.0,4378.694444444444
0.7612192630767822,7478.371428571429,423.9428571428571,1412.3714285714286,4324.542857142857
0.7554090023040771,8350.0,306.0,1571.0,5054.0
0.7612497806549072,7548.285714285715,417.34285714285716,1404.6857142857143,4383.6
0.7640092372894287,8426.0,306.0,1552.0,5054.0
