duration,board,cpu,ram,gpu
0.5122323036193848,9614.0,995.0,1920.0,4364.0
0.4870874881744385,10118.782608695652,578.5217391304348,1955.2608695652175,5318.478260869565
0.48745179176330566,10283.869565217392,485.4347826086956,2003.2608695652175,5507.347826086957
0.5243639945983887,10231.958333333334,519.375,1987.9166666666667,5414.958333333333
0.5012161731719971,10112.869565217392,531.8695652173913,1959.304347826087,5308.565217391304
0.49236154556274414,10277.260869565218,498.6521739130435,1994.695652173913,5454.826086956522
0.4937617778778076,10265.695652173914,462.17391304347825,2000.1304347826087,5484.04347826087
0.5066235065460205,10305.652173913044,538.6521739130435,1996.2173913043478,5437.434782608696
0.49175238609313965,9878.0,459.0,2089.0,4977.0
0.4919450283050537,10148.304347826086,475.39130434782606,1989.608695652174,5451.739130434783
0.4993607997894287,10124.217391304348,478.7391304347826,1994.4347826086957,5451.565217391304
0.5078549385070801,10171.0,528.6086956521739,1978.2608695652175,5418.04347826087
0.5025956630706787,9840.0,459.0,2089.0,4900.0
0.4896061420440674,10153.08695652174,442.17391304347825,1987.9130434782608,5388.434782608696
0.48821258544921875,10304.04347826087,478.7391304347826,2011.8260869565217,5460.652173913043
0.5100197792053223,10340.416666666666,528.8333333333334,2017.1666666666667,5447.0
0.5049667358398438,10169.25,519.375,1986.125,5329.791666666667
0.4836413860321045,10210.181818181818,479.72727272727275,1989.9545454545455,5407.0
0.4976794719696045,10363.91304347826,525.3478260869565,2004.9565217391305,5474.0
0.506866455078125,10299.04347826087,551.9130434782609,1992.2173913043478,5407.913043478261
0.4923720359802246,9993.0,459.0,2089.0,4977.0
0.48453688621520996,10212.136363636364,444.95454545454544,1982.3636363636363,5476.590909090909
0.5038309097290039,10108.0,535.0,2146.0,5051.0
0.5031275749206543,10214.95652173913,508.60869565217394,1976.8260869565217,5398.391304347826
0.4889407157897949,9993.0,459.0,2108.0,4977.0
0.488476037979126,10262.478260869566,445.4347826086956,2002.608695652174,5487.913043478261
0.49672365188598633,10390.565217391304,548.6086956521739,2021.9130434782608,5497.478260869565
0.5013566017150879,10347.304347826086,532.0434782608696,2018.5217391304348,5451.391304347826
0.4976630210876465,10202.565217391304,478.7826086956522,1987.0,5418.304347826087
0.49349308013916016,10299.0,518.6521739130435,2015.391304347826,5424.304347826087
0.4939277172088623,10312.304347826086,535.2608695652174,2002.8695652173913,5464.260869565217
0.5089364051818848,10212.708333333334,490.5833333333333,1990.2083333333333,5412.791666666667
0.49240946769714355,10165.826086956522,458.8695652173913,1985.5217391304348,5421.652173913043
0.49160289764404297,10342.130434782608,525.304347826087,2007.7826086956522,5490.739130434783
0.5000081062316895,10360.652173913044,515.3478260869565,2009.0869565217392,5487.913043478261
0.5027601718902588,10260.782608695652,495.39130434782606,1991.5652173913043,5434.95652173913
0.49986934661865234,10254.130434782608,482.0869565217391,1999.4782608695652,5448.086956521739
