duration,board,cpu,ram,gpu
0.435072660446167,7253.85,681.45,1715.85,3363.25
0.43181729316711426,7303.45,539.5,1728.25,3596.85
0.4138004779815674,7349.105263157895,483.3157894736842,1741.7368421052631,3681.4210526315787
0.4184443950653076,7435.421052631579,471.1578947368421,1749.842105263158,3745.7894736842104
0.4325559139251709,7418.4,482.1,1743.55,3761.5
0.43987464904785156,7276.75,482.1,1714.0,3673.5
0.4289066791534424,7284.35,466.7,1726.4,3677.35
0.42339301109313965,7320.736842105263,475.2105263157895,1737.842105263158,3693.5263157894738
0.41655397415161133,7855.0,382.0,1955.0,3907.0
0.43405604362487793,7422.15,478.25,1764.9,3784.45
0.4408712387084961,7293.85,489.8,1741.8,3669.6
0.43439173698425293,7625.0,382.0,1916.0,3830.0
0.43425464630126953,7261.2,462.9,1737.9,3677.3
0.44155120849609375,7236.6,482.1,1721.55,3658.25
0.416532039642334,7625.0,382.0,1897.0,3753.0
0.4244272708892822,7382.1,493.65,1752.4,3723.3
0.4351527690887451,7326.5,489.8,1735.95,3688.9
0.44031381607055664,7278.65,489.8,1722.55,3646.65
0.43515729904174805,7664.0,382.0,1916.0,3830.0
0.4337613582611084,7246.1,474.4,1717.8,3619.9
0.4248483180999756,7269.1,489.8,1725.45,3677.55
0.4455091953277588,7346.190476190476,488.3333333333333,1738.1904761904761,3702.904761904762
0.44127845764160156,7204.2,501.35,1708.25,3612.2
0.43239688873291016,7625.0,459.0,1897.0,3830.0
0.4271430969238281,7284.35,489.8,1740.8,3658.3
0.4268045425415039,7263.35,482.1,1735.0,3627.6
0.44135594367980957,7278.6,489.8,1734.2,3623.75
0.4483215808868408,7278.857142857143,488.3333333333333,1741.857142857143,3637.3333333333335
0.4411122798919678,7137.15,489.8,1702.55,3562.5
0.42962646484375,7250.0,482.1,1728.35,3639.15
0.43364524841308594,7271.15,489.8,1734.1,3658.2
0.4401369094848633,7269.0,497.5,1734.05,3646.65
0.4306011199951172,7257.45,516.65,1736.0,3623.7
0.446148157119751,7314.95,512.8,1738.95,3681.2
0.4503495693206787,7702.0,459.0,1935.0,3830.0
0.44547176361083984,7224.0952380952385,477.3333333333333,1709.047619047619,3582.5238095238096
0.4336230754852295,7385.65,482.1,1711.1,3570.05
0.4376811981201172,7378.0,489.8,1723.55,3631.25
0.448178768157959,7333.523809523809,491.95238095238096,1737.2380952380952,3629.809523809524
0.45488548278808594,7165.809523809524,477.3333333333333,1711.7619047619048,3553.285714285714
0.4499354362487793,7127.523809523809,477.3333333333333,1714.4761904761904,3535.095238095238
0.43744826316833496,7278.85,489.8,1711.15,3573.9
0.4430122375488281,7331.714285714285,492.0,1726.3809523809523,3611.6190476190477
0.44976377487182617,7473.428571428572,499.2857142857143,1722.6666666666667,3611.6190476190477
